	CHNL_k1535-2024	ENERGY_k1535-2024	COUNTS_k1535-2024
126	126	175.887306	40274
127	127	177.178381	40659
128	128	178.469456	40574
129	129	179.760532	40726
130	130	181.051607	40802
131	131	182.342682	40823
132	132	183.633757	41400
133	133	184.924833	41898
134	134	186.215908	42142
135	135	187.506983	42508
136	136	188.798058	43445
137	137	190.089134	44473
138	138	191.380209	46023
139	139	192.671284	47978
140	140	193.962359	49607
141	141	195.253434	52001
142	142	196.544510	53214
143	143	197.835585	55467
144	144	199.126660	56667
145	145	200.417735	57772
146	146	201.708811	57710
147	147	202.999886	56952
148	148	204.290961	55760
149	149	205.582036	53862
150	150	206.873112	51576
151	151	208.164187	49502
152	152	209.455262	48011
153	153	210.746337	47691
154	154	212.037412	48181
155	155	213.328488	50562
156	156	214.619563	55453
157	157	215.910638	63549
158	158	217.201713	74344
159	159	218.492789	89551
160	160	219.783864	107552
161	161	221.074939	129131
162	162	222.366014	152636
163	163	223.657089	176029
164	164	224.948165	196454
165	165	226.239240	213325
166	166	227.530315	223610
167	167	228.821390	226670
168	168	230.112466	221058
169	169	231.403541	207683
170	170	232.694616	187448
171	171	233.985691	164618
172	172	235.276767	138968
173	173	236.567842	115048
174	174	237.858917	92808
175	175	239.149992	73939
176	176	240.441067	58585
177	177	241.732143	46299
178	178	243.023218	38471
179	179	244.314293	32906
180	180	245.605368	29777
181	181	246.896444	28091
182	182	248.187519	27594
183	183	249.478594	28024
184	184	250.769669	28804
185	185	252.060745	30193
186	186	253.351820	31470
187	187	254.642895	33490
188	188	255.933970	34640
189	189	257.225045	35491
190	190	258.516121	35582
191	191	259.807196	35931
192	192	261.098271	35708
193	193	262.389346	35364
194	194	263.680422	34382
195	195	264.971497	33379
196	196	266.262572	31805
197	197	267.553647	29961
198	198	268.844723	29116
199	199	270.135798	27669
200	200	271.426873	26732
201	201	272.717948	25847
202	202	274.009023	25487
203	203	275.300099	25516
204	204	276.591174	25509
205	205	277.882249	25686
206	206	279.173324	26476
207	207	280.464400	26990
208	208	281.755475	27078
209	209	283.046550	27299
210	210	284.337625	27531
211	211	285.628701	27422
212	212	286.919776	26919
213	213	288.210851	26006
214	214	289.501926	25300
215	215	290.793001	24150
216	216	292.084077	23309
217	217	293.375152	22540
218	218	294.666227	21856
219	219	295.957302	20997
220	220	297.248378	20998
221	221	298.539453	21157
222	222	299.830528	21737
223	223	301.121603	22197
224	224	302.412679	24061
225	225	303.703754	25674
226	226	304.994829	26986
227	227	306.285904	29171
228	228	307.576979	32279
229	229	308.868055	34796
230	230	310.159130	37735
231	231	311.450205	40259
232	232	312.741280	43735
233	233	314.032356	46138
234	234	315.323431	48680
235	235	316.614506	49886
236	236	317.905581	50947
237	237	319.196657	51262
238	238	320.487732	50988
239	239	321.778807	49155
240	240	323.069882	47161
241	241	324.360957	43899
242	242	325.652033	40760
243	243	326.943108	37282
244	244	328.234183	33601
245	245	329.525258	30347
246	246	330.816334	26873
247	247	332.107409	23860
248	248	333.398484	21327
249	249	334.689559	19437
250	250	335.980635	17952
251	251	337.271710	16369
252	252	338.562785	15838
253	253	339.853860	14794
254	254	341.144935	14587
255	255	342.436011	14325
256	256	343.727086	14035
257	257	345.018161	13911
258	258	346.309236	13994
259	259	347.600312	13608
260	260	348.891387	13630
261	261	350.182462	13662
262	262	351.473537	13575
263	263	352.764612	13620
264	264	354.055688	13472
265	265	355.346763	13535
266	266	356.637838	13405
267	267	357.928913	13363
268	268	359.219989	13378
269	269	360.511064	13521
270	270	361.802139	13201
271	271	363.093214	13287
272	272	364.384290	13036
273	273	365.675365	13423
274	274	366.966440	13033
275	275	368.257515	13261
276	276	369.548590	13219
277	277	370.839666	13612
278	278	372.130741	13684
279	279	373.421816	13620
280	280	374.712891	14254
281	281	376.003967	14386
282	282	377.295042	14651
283	283	378.586117	14547
284	284	379.877192	15026
285	285	381.168268	15021
286	286	382.459343	15218
287	287	383.750418	15466
288	288	385.041493	15448
289	289	386.332568	15393
290	290	387.623644	15186
291	291	388.914719	15064
292	292	390.205794	14581
293	293	391.496869	14272
294	294	392.787945	13604
295	295	394.079020	13146
296	296	395.370095	12585
297	297	396.661170	12420
298	298	397.952246	11964
299	299	399.243321	11879
300	300	400.534396	11370
301	301	401.825471	11078
302	302	403.116546	10750
303	303	404.407622	10940
304	304	405.698697	10511
305	305	406.989772	10437
306	306	408.280847	10628
307	307	409.571923	10405
308	308	410.862998	10489
309	309	412.154073	10748
310	310	413.445148	10671
311	311	414.736224	11026
312	312	416.027299	11004
313	313	417.318374	11159
314	314	418.609449	11577
315	315	419.900524	11742
316	316	421.191600	12420
317	317	422.482675	12919
318	318	423.773750	13265
319	319	425.064825	13972
320	320	426.355901	14435
321	321	427.646976	15221
322	322	428.938051	15533
323	323	430.229126	16323
324	324	431.520202	16635
325	325	432.811277	16799
326	326	434.102352	17121
327	327	435.393427	17206
328	328	436.684502	17344
329	329	437.975578	17211
330	330	439.266653	16723
331	331	440.557728	16392
332	332	441.848803	15649
333	333	443.139879	14997
334	334	444.430954	14342
335	335	445.722029	13809
336	336	447.013104	13122
337	337	448.304180	12529
338	338	449.595255	12026
339	339	450.886330	11660
340	340	452.177405	11152
341	341	453.468480	10849
342	342	454.759556	10631
343	343	456.050631	10625
344	344	457.341706	10440
345	345	458.632781	10737
346	346	459.923857	10740
347	347	461.214932	11200
348	348	462.506007	11425
349	349	463.797082	12100
350	350	465.088158	12862
351	351	466.379233	13450
352	352	467.670308	14319
353	353	468.961383	15013
354	354	470.252458	16055
355	355	471.543534	16885
356	356	472.834609	18106
357	357	474.125684	18662
358	358	475.416759	19761
359	359	476.707835	20236
360	360	477.998910	20586
361	361	479.289985	21215
362	362	480.581060	21069
363	363	481.872135	20891
364	364	483.163211	20571
365	365	484.454286	19943
366	366	485.745361	19196
367	367	487.036436	18443
368	368	488.327512	16865
369	369	489.618587	15718
370	370	490.909662	15129
371	371	492.200737	13952
372	372	493.491813	13034
373	373	494.782888	12426
374	374	496.073963	11543
375	375	497.365038	11060
376	376	498.656113	10751
377	377	499.947189	9945
378	378	501.238264	9821
379	379	502.529339	9608
380	380	503.820414	9172
381	381	505.111490	9454
382	382	506.402565	9200
383	383	507.693640	9392
384	384	508.984715	9263
385	385	510.275791	9442
386	386	511.566866	9420
387	387	512.857941	9436
388	388	514.149016	9707
389	389	515.440091	9564
390	390	516.731167	9911
391	391	518.022242	10036
392	392	519.313317	10619
393	393	520.604392	10751
394	394	521.895468	11280
395	395	523.186543	11725
396	396	524.477618	12479
397	397	525.768693	13234
398	398	527.059769	14436
399	399	528.350844	15443
400	400	529.641919	16899
401	401	530.932994	18780
402	402	532.224069	20572
403	403	533.515145	22600
404	404	534.806220	25115
405	405	536.097295	27205
406	406	537.388370	30259
407	407	538.679446	32526
408	408	539.970521	35089
409	409	541.261596	37517
410	410	542.552671	39538
411	411	543.843747	40981
412	412	545.134822	42846
413	413	546.425897	43542
414	414	547.716972	44068
415	415	549.008047	43415
416	416	550.299123	42411
417	417	551.590198	40941
418	418	552.881273	38579
419	419	554.172348	36525
420	420	555.463424	34168
421	421	556.754499	31351
422	422	558.045574	28257
423	423	559.336649	25585
424	424	560.627725	22900
425	425	561.918800	20302
426	426	563.209875	18122
427	427	564.500950	16128
428	428	565.792025	14137
429	429	567.083101	12813
430	430	568.374176	11608
431	431	569.665251	10636
432	432	570.956326	9856
433	433	572.247402	9136
434	434	573.538477	8785
435	435	574.829552	8394
436	436	576.120627	8026
437	437	577.411703	7820
438	438	578.702778	7832
439	439	579.993853	7489
440	440	581.284928	7420
441	441	582.576003	7370
442	442	583.867079	7362
443	443	585.158154	7173
444	444	586.449229	7079
445	445	587.740304	7273
446	446	589.031380	7113
447	447	590.322455	7082
448	448	591.613530	7251
449	449	592.904605	7066
450	450	594.195681	7235
451	451	595.486756	7003
452	452	596.777831	7091
453	453	598.068906	6997
454	454	599.359981	7171
455	455	600.651057	6939
456	456	601.942132	6782
457	457	603.233207	7034
458	458	604.524282	6868
459	459	605.815358	7010
460	460	607.106433	7082
461	461	608.397508	7109
462	462	609.688583	7228
463	463	610.979658	7100
464	464	612.270734	6960
465	465	613.561809	7042
466	466	614.852884	7051
467	467	616.143959	7084
468	468	617.435035	7008
469	469	618.726110	7090
470	470	620.017185	7057
471	471	621.308260	6890
472	472	622.599336	7168
473	473	623.890411	7000
474	474	625.181486	6918
475	475	626.472561	6836
476	476	627.763636	7020
477	477	629.054712	6880
478	478	630.345787	7013
479	479	631.636862	6862
480	480	632.927937	6849
481	481	634.219013	6813
482	482	635.510088	6766
483	483	636.801163	6860
484	484	638.092238	6835
485	485	639.383314	6750
486	486	640.674389	6892
487	487	641.965464	6831
488	488	643.256539	6740
489	489	644.547614	6743
490	490	645.838690	6741
491	491	647.129765	6737
492	492	648.420840	6929
493	493	649.711915	6866
494	494	651.002991	6737
495	495	652.294066	6949
496	496	653.585141	6997
497	497	654.876216	7022
498	498	656.167292	7062
499	499	657.458367	7359
500	500	658.749442	7431
501	501	660.040517	7655
502	502	661.331592	7852
503	503	662.622668	7928
504	504	663.913743	8271
505	505	665.204818	8460
506	506	666.495893	8903
507	507	667.786969	9127
508	508	669.078044	9579
509	509	670.369119	9897
510	510	671.660194	10261
511	511	672.951270	10652
512	512	674.242345	11224
513	513	675.533420	11612
514	514	676.824495	11952
515	515	678.115570	12059
516	516	679.406646	12158
517	517	680.697721	12172
518	518	681.988796	12278
519	519	683.279871	12268
520	520	684.570947	12292
521	521	685.862022	11733
522	522	687.153097	11634
523	523	688.444172	11286
524	524	689.735248	10680
525	525	691.026323	10471
526	526	692.317398	9996
527	527	693.608473	9477
528	528	694.899548	9093
529	529	696.190624	8528
530	530	697.481699	8234
531	531	698.772774	8069
532	532	700.063849	7684
533	533	701.354925	7439
534	534	702.646000	7278
535	535	703.937075	7065
536	536	705.228150	6832
537	537	706.519226	6808
538	538	707.810301	6891
539	539	709.101376	6883
540	540	710.392451	6703
541	541	711.683526	6746
542	542	712.974602	7053
543	543	714.265677	6913
544	544	715.556752	6900
545	545	716.847827	7008
546	546	718.138903	6858
547	547	719.429978	7127
548	548	720.721053	7245
549	549	722.012128	7177
550	550	723.303204	7246
551	551	724.594279	7435
552	552	725.885354	7440
553	553	727.176429	7560
554	554	728.467504	7604
555	555	729.758580	7695
556	556	731.049655	7661
557	557	732.340730	7791
558	558	733.631805	7939
559	559	734.922881	7922
560	560	736.213956	7888
561	561	737.505031	8155
562	562	738.796106	8045
563	563	740.087181	8023
564	564	741.378257	7943
565	565	742.669332	7791
566	566	743.960407	7725
567	567	745.251482	7724
568	568	746.542558	7624
569	569	747.833633	7398
570	570	749.124708	7166
571	571	750.415783	6970
572	572	751.706859	6591
573	573	752.997934	6373
574	574	754.289009	6113
575	575	755.580084	5844
576	576	756.871159	5637
577	577	758.162235	5500
578	578	759.453310	5233
579	579	760.744385	5049
580	580	762.035460	4794
581	581	763.326536	4659
582	582	764.617611	4477
583	583	765.908686	4605
584	584	767.199761	4593
585	585	768.490837	4460
586	586	769.781912	4566
587	587	771.072987	4587
588	588	772.364062	4636
589	589	773.655137	4624
590	590	774.946213	4760
591	591	776.237288	4881
592	592	777.528363	5109
593	593	778.819438	5042
594	594	780.110514	5158
595	595	781.401589	5280
596	596	782.692664	5508
597	597	783.983739	5562
598	598	785.274815	5608
599	599	786.565890	5655
600	600	787.856965	5802
601	601	789.148040	5888
602	602	790.439115	5932
603	603	791.730191	6010
604	604	793.021266	6268
605	605	794.312341	6324
606	606	795.603416	6266
607	607	796.894492	6400
608	608	798.185567	6268
609	609	799.476642	6391
610	610	800.767717	6491
611	611	802.058793	6601
612	612	803.349868	6526
613	613	804.640943	6623
614	614	805.932018	6680
615	615	807.223093	6360
616	616	808.514169	6486
617	617	809.805244	6236
618	618	811.096319	6161
619	619	812.387394	6003
620	620	813.678470	6063
621	621	814.969545	5785
622	622	816.260620	5599
623	623	817.551695	5488
624	624	818.842771	5309
625	625	820.133846	5226
626	626	821.424921	5134
627	627	822.715996	5267
628	628	824.007071	5300
629	629	825.298147	5346
630	630	826.589222	5691
631	631	827.880297	5834
632	632	829.171372	6206
633	633	830.462448	6673
634	634	831.753523	7058
635	635	833.044598	7694
636	636	834.335673	8604
637	637	835.626749	9276
638	638	836.917824	10220
639	639	838.208899	11291
640	640	839.499974	12304
641	641	840.791049	13354
642	642	842.082125	14423
643	643	843.373200	15690
644	644	844.664275	16571
645	645	845.955350	17537
646	646	847.246426	18246
647	647	848.537501	19170
648	648	849.828576	19895
649	649	851.119651	20518
650	650	852.410727	20822
651	651	853.701802	20851
652	652	854.992877	20970
653	653	856.283952	20777
654	654	857.575027	20024
655	655	858.866103	19746
656	656	860.157178	19043
657	657	861.448253	18080
658	658	862.739328	17081
659	659	864.030404	16051
660	660	865.321479	15048
661	661	866.612554	13758
662	662	867.903629	12865
663	663	869.194704	11709
664	664	870.485780	10609
665	665	871.776855	9789
666	666	873.067930	8869
667	667	874.359005	8093
668	668	875.650081	7527
669	669	876.941156	6943
670	670	878.232231	6556
671	671	879.523306	6340
672	672	880.814382	6255
673	673	882.105457	6196
674	674	883.396532	6213
675	675	884.687607	6252
676	676	885.978682	6584
677	677	887.269758	7107
678	678	888.560833	7544
679	679	889.851908	8262
680	680	891.142983	8854
681	681	892.434059	9329
682	682	893.725134	10103
683	683	895.016209	10960
684	684	896.307284	11528
685	685	897.598360	12405
686	686	898.889435	12976
687	687	900.180510	13636
688	688	901.471585	14044
689	689	902.762660	14421
690	690	904.053736	14844
691	691	905.344811	15151
692	692	906.635886	15365
693	693	907.926961	15185
694	694	909.218037	15233
695	695	910.509112	14969
696	696	911.800187	14691
697	697	913.091262	14373
698	698	914.382338	13528
699	699	915.673413	13014
700	700	916.964488	12406
701	701	918.255563	11551
702	702	919.546638	10937
703	703	920.837714	10147
704	704	922.128789	9166
705	705	923.419864	8448
706	706	924.710939	7717
707	707	926.002015	7082
708	708	927.293090	6307
709	709	928.584165	5744
710	710	929.875240	5163
711	711	931.166316	4703
712	712	932.457391	4251
713	713	933.748466	3837
714	714	935.039541	3494
715	715	936.330616	3189
716	716	937.621692	2911
717	717	938.912767	2766
718	718	940.203842	2574
719	719	941.494917	2474
720	720	942.785993	2276
721	721	944.077068	2145
722	722	945.368143	2108
723	723	946.659218	2083
724	724	947.950294	1975
725	725	949.241369	1944
726	726	950.532444	1864
727	727	951.823519	1869
728	728	953.114594	1851
729	729	954.405670	1819
730	730	955.696745	1863
731	731	956.987820	1784
732	732	958.278895	1832
733	733	959.569971	1886
734	734	960.861046	1761
735	735	962.152121	1833
736	736	963.443196	1787
737	737	964.734272	1848
738	738	966.025347	1828
739	739	967.316422	1800
740	740	968.607497	1835
741	741	969.898572	1852
742	742	971.189648	1868
743	743	972.480723	1891
744	744	973.771798	1865
745	745	975.062873	1879
746	746	976.353949	1919
747	747	977.645024	1874
748	748	978.936099	1902
749	749	980.227174	1921
750	750	981.518250	1927
751	751	982.809325	2034
752	752	984.100400	1983
753	753	985.391475	1972
754	754	986.682550	2006
755	755	987.973626	2036
756	756	989.264701	2018
757	757	990.555776	2083
758	758	991.846851	2102
759	759	993.137927	2123
760	760	994.429002	2162
761	761	995.720077	2109
762	762	997.011152	2256
763	763	998.302227	2178
764	764	999.593303	2207
765	765	1000.88438	2185
766	766	1002.17545	2237
767	767	1003.46653	2299
768	768	1004.75760	2351
769	769	1006.04868	2180
770	770	1007.33975	2259
771	771	1008.63083	2240
772	772	1009.92191	2290
773	773	1011.21298	2262
774	774	1012.50406	2321
775	775	1013.79513	2243
776	776	1015.08621	2374
777	777	1016.37728	2344
778	778	1017.66836	2334
779	779	1018.95943	2379
780	780	1020.25051	2333
781	781	1021.54158	2291
782	782	1022.83266	2314
783	783	1024.12374	2350
784	784	1025.41481	2456
785	785	1026.70589	2284
786	786	1027.99696	2257
787	787	1029.28804	2286
788	788	1030.57911	2285
789	789	1031.87019	2172
790	790	1033.16126	2262
791	791	1034.45234	2212
792	792	1035.74341	2130
793	793	1037.03449	2162
794	794	1038.32556	2130
795	795	1039.61664	2138
796	796	1040.90771	2008
797	797	1042.19879	2079
798	798	1043.48986	2025
799	799	1044.78094	2120
800	800	1046.07201	2032
801	801	1047.36309	2023
802	802	1048.65416	1945
803	803	1049.94524	1957
804	804	1051.23631	1816
805	805	1052.52739	1855
806	806	1053.81847	1772
807	807	1055.10954	1813
808	808	1056.40062	1772
809	809	1057.69169	1774
810	810	1058.98277	1587
811	811	1060.27384	1531
812	812	1061.56492	1602
813	813	1062.85599	1593
814	814	1064.14707	1584
815	815	1065.43814	1574
816	816	1066.72922	1519
817	817	1068.02029	1530
818	818	1069.31137	1514
819	819	1070.60244	1501
820	820	1071.89352	1475
821	821	1073.18459	1490
822	822	1074.47567	1523
823	823	1075.76674	1521
824	824	1077.05782	1573
825	825	1078.34889	1507
826	826	1079.63997	1446
827	827	1080.93105	1422
828	828	1082.22212	1477
829	829	1083.51320	1515
830	830	1084.80427	1472
831	831	1086.09535	1490
832	832	1087.38642	1401
833	833	1088.67750	1455
834	834	1089.96857	1496
835	835	1091.25965	1496
836	836	1092.55072	1443
837	837	1093.84180	1398
838	838	1095.13287	1468
839	839	1096.42395	1428
840	840	1097.71502	1500
841	841	1099.00610	1392
842	842	1100.29717	1449
843	843	1101.58825	1448
844	844	1102.87932	1367
845	845	1104.17040	1405
846	846	1105.46147	1296
847	847	1106.75255	1391
848	848	1108.04363	1357
849	849	1109.33470	1331
850	850	1110.62578	1417
851	851	1111.91685	1377
852	852	1113.20793	1372
853	853	1114.49900	1295
854	854	1115.79008	1273
855	855	1117.08115	1360
856	856	1118.37223	1312
857	857	1119.66330	1262
858	858	1120.95438	1352
859	859	1122.24545	1395
860	860	1123.53653	1301
861	861	1124.82760	1319
862	862	1126.11868	1271
863	863	1127.40975	1249
864	864	1128.70083	1358
865	865	1129.99190	1273
866	866	1131.28298	1319
867	867	1132.57405	1330
868	868	1133.86513	1328
869	869	1135.15620	1333
870	870	1136.44728	1326
871	871	1137.73836	1339
872	872	1139.02943	1335
873	873	1140.32051	1314
874	874	1141.61158	1259
875	875	1142.90266	1350
876	876	1144.19373	1325
877	877	1145.48481	1326
878	878	1146.77588	1380
879	879	1148.06696	1395
880	880	1149.35803	1425
881	881	1150.64911	1487
882	882	1151.94018	1470
883	883	1153.23126	1431
884	884	1154.52233	1481
885	885	1155.81341	1490
886	886	1157.10448	1517
887	887	1158.39556	1521
888	888	1159.68663	1541
889	889	1160.97771	1562
890	890	1162.26878	1638
891	891	1163.55986	1578
892	892	1164.85094	1565
893	893	1166.14201	1518
894	894	1167.43309	1651
895	895	1168.72416	1544
896	896	1170.01524	1529
897	897	1171.30631	1558
898	898	1172.59739	1563
899	899	1173.88846	1599
900	900	1175.17954	1527
901	901	1176.47061	1549
902	902	1177.76169	1505
903	903	1179.05276	1491
904	904	1180.34384	1478
905	905	1181.63491	1456
906	906	1182.92599	1463
907	907	1184.21706	1541
908	908	1185.50814	1466
909	909	1186.79921	1461
910	910	1188.09029	1418
911	911	1189.38136	1465
912	912	1190.67244	1371
913	913	1191.96351	1389
914	914	1193.25459	1346
915	915	1194.54567	1476
916	916	1195.83674	1269
917	917	1197.12782	1393
918	918	1198.41889	1300
919	919	1199.70997	1321
920	920	1201.00104	1285
921	921	1202.29212	1339
922	922	1203.58319	1258
923	923	1204.87427	1386
924	924	1206.16534	1385
925	925	1207.45642	1280
926	926	1208.74749	1237
927	927	1210.03857	1233
928	928	1211.32964	1323
929	929	1212.62072	1260
930	930	1213.91179	1262
931	931	1215.20287	1318
932	932	1216.49394	1310
933	933	1217.78502	1336
934	934	1219.07609	1236
935	935	1220.36717	1247
936	936	1221.65825	1298
937	937	1222.94932	1285
938	938	1224.24040	1279
939	939	1225.53147	1269
940	940	1226.82255	1222
941	941	1228.11362	1260
942	942	1229.40470	1290
943	943	1230.69577	1190
944	944	1231.98685	1232
945	945	1233.27792	1226
946	946	1234.56900	1322
947	947	1235.86007	1197
948	948	1237.15115	1210
949	949	1238.44222	1197
950	950	1239.73330	1192
951	951	1241.02437	1279
952	952	1242.31545	1244
953	953	1243.60652	1259
954	954	1244.89760	1187
955	955	1246.18867	1228
956	956	1247.47975	1235
957	957	1248.77083	1236
958	958	1250.06190	1187
959	959	1251.35298	1308
960	960	1252.64405	1214
961	961	1253.93513	1257
962	962	1255.22620	1164
963	963	1256.51728	1231
964	964	1257.80835	1266
965	965	1259.09943	1260
966	966	1260.39050	1291
967	967	1261.68158	1209
968	968	1262.97265	1256
969	969	1264.26373	1291
970	970	1265.55480	1238
971	971	1266.84588	1275
972	972	1268.13695	1301
973	973	1269.42803	1266
974	974	1270.71910	1286
975	975	1272.01018	1261
976	976	1273.30125	1265
977	977	1274.59233	1279
978	978	1275.88340	1294
979	979	1277.17448	1254
980	980	1278.46556	1289
981	981	1279.75663	1262
982	982	1281.04771	1295
983	983	1282.33878	1269
984	984	1283.62986	1287
985	985	1284.92093	1362
986	986	1286.21201	1238
987	987	1287.50308	1286
988	988	1288.79416	1254
989	989	1290.08523	1292
990	990	1291.37631	1230
991	991	1292.66738	1258
992	992	1293.95846	1249
993	993	1295.24953	1249
994	994	1296.54061	1206
995	995	1297.83168	1132
996	996	1299.12276	1186
997	997	1300.41383	1176
998	998	1301.70491	1191
999	999	1302.99598	1198
1000	1000	1304.28706	1212
1001	1001	1305.57814	1138
1002	1002	1306.86921	1193
1003	1003	1308.16029	1126
1004	1004	1309.45136	1120
1005	1005	1310.74244	1079
1006	1006	1312.03351	1089
1007	1007	1313.32459	1097
1008	1008	1314.61566	1099
1009	1009	1315.90674	1104
1010	1010	1317.19781	1070
1011	1011	1318.48889	1043
1012	1012	1319.77996	1082
1013	1013	1321.07104	1024
1014	1014	1322.36211	1056
1015	1015	1323.65319	1023
1016	1016	1324.94426	1039
1017	1017	1326.23534	1103
1018	1018	1327.52641	1064
1019	1019	1328.81749	1052
1020	1020	1330.10856	1069
1021	1021	1331.39964	1070
1022	1022	1332.69072	1081
1023	1023	1333.98179	1056
1024	1024	1335.27287	1039
1025	1025	1336.56394	1089
1026	1026	1337.85502	1110
1027	1027	1339.14609	1045
1028	1028	1340.43717	1047
1029	1029	1341.72824	1070
1030	1030	1343.01932	1024
1031	1031	1344.31039	1090
1032	1032	1345.60147	1139
1033	1033	1346.89254	1060
1034	1034	1348.18362	1109
1035	1035	1349.47469	1141
1036	1036	1350.76577	1180
1037	1037	1352.05684	1082
1038	1038	1353.34792	1171
1039	1039	1354.63899	1230
1040	1040	1355.93007	1270
1041	1041	1357.22114	1168
1042	1042	1358.51222	1230
1043	1043	1359.80329	1147
1044	1044	1361.09437	1305
1045	1045	1362.38545	1214
1046	1046	1363.67652	1224
1047	1047	1364.96760	1223
1048	1048	1366.25867	1256
1049	1049	1367.54975	1296
1050	1050	1368.84082	1259
1051	1051	1370.13190	1235
1052	1052	1371.42297	1324
1053	1053	1372.71405	1292
1054	1054	1374.00512	1280
1055	1055	1375.29620	1337
1056	1056	1376.58727	1272
1057	1057	1377.87835	1332
1058	1058	1379.16942	1356
1059	1059	1380.46050	1312
1060	1060	1381.75157	1247
1061	1061	1383.04265	1250
1062	1062	1384.33372	1250
1063	1063	1385.62480	1274
1064	1064	1386.91587	1315
1065	1065	1388.20695	1299
1066	1066	1389.49803	1354
1067	1067	1390.78910	1320
1068	1068	1392.08018	1290
1069	1069	1393.37125	1310
1070	1070	1394.66233	1382
1071	1071	1395.95340	1310
1072	1072	1397.24448	1285
1073	1073	1398.53555	1310
1074	1074	1399.82663	1348
1075	1075	1401.11770	1383
1076	1076	1402.40878	1410
1077	1077	1403.69985	1334
1078	1078	1404.99093	1435
1079	1079	1406.28200	1339
1080	1080	1407.57308	1461
1081	1081	1408.86415	1388
1082	1082	1410.15523	1372
1083	1083	1411.44630	1405
1084	1084	1412.73738	1369
1085	1085	1414.02845	1347
1086	1086	1415.31953	1353
1087	1087	1416.61061	1276
1088	1088	1417.90168	1348
1089	1089	1419.19276	1341
1090	1090	1420.48383	1269
1091	1091	1421.77491	1263
1092	1092	1423.06598	1205
1093	1093	1424.35706	1195
1094	1094	1425.64813	1231
1095	1095	1426.93921	1220
1096	1096	1428.23028	1146
1097	1097	1429.52136	1163
1098	1098	1430.81243	1096
1099	1099	1432.10351	1070
1100	1100	1433.39458	1146
1101	1101	1434.68566	1059
1102	1102	1435.97673	1074
1103	1103	1437.26781	1002
1104	1104	1438.55888	1040
1105	1105	1439.84996	1014
1106	1106	1441.14103	1075
1107	1107	1442.43211	996
1108	1108	1443.72318	995
1109	1109	1445.01426	988
