	CHNL_k1527-2024	ENERGY_k1527-2024	COUNTS_k1527-2024
126	126	175.887306	10507
127	127	177.178381	10338
128	128	178.469456	10127
129	129	179.760532	10154
130	130	181.051607	9909
131	131	182.342682	9914
132	132	183.633757	9797
133	133	184.924833	9677
134	134	186.215908	9792
135	135	187.506983	9674
136	136	188.798058	9586
137	137	190.089134	9595
138	138	191.380209	9497
139	139	192.671284	9375
140	140	193.962359	9540
141	141	195.253434	9366
142	142	196.544510	9212
143	143	197.835585	9379
144	144	199.126660	9575
145	145	200.417735	9396
146	146	201.708811	9505
147	147	202.999886	9384
148	148	204.290961	9713
149	149	205.582036	9884
150	150	206.873112	10007
151	151	208.164187	10063
152	152	209.455262	10236
153	153	210.746337	10477
154	154	212.037412	10455
155	155	213.328488	10467
156	156	214.619563	10362
157	157	215.910638	10502
158	158	217.201713	10547
159	159	218.492789	10459
160	160	219.783864	10349
161	161	221.074939	10167
162	162	222.366014	10064
163	163	223.657089	10178
164	164	224.948165	9855
165	165	226.239240	9718
166	166	227.530315	9690
167	167	228.821390	9546
168	168	230.112466	9284
169	169	231.403541	9252
170	170	232.694616	9163
171	171	233.985691	8976
172	172	235.276767	8791
173	173	236.567842	8569
174	174	237.858917	8569
175	175	239.149992	8389
176	176	240.441067	8187
177	177	241.732143	8384
178	178	243.023218	8117
179	179	244.314293	8322
180	180	245.605368	7955
181	181	246.896444	7896
182	182	248.187519	8022
183	183	249.478594	7670
184	184	250.769669	7791
185	185	252.060745	7623
186	186	253.351820	7638
187	187	254.642895	7608
188	188	255.933970	7419
189	189	257.225045	7468
190	190	258.516121	7325
191	191	259.807196	7211
192	192	261.098271	7276
193	193	262.389346	7182
194	194	263.680422	7205
195	195	264.971497	7045
196	196	266.262572	6959
197	197	267.553647	6972
198	198	268.844723	6921
199	199	270.135798	6867
200	200	271.426873	6688
201	201	272.717948	6602
202	202	274.009023	6582
203	203	275.300099	6634
204	204	276.591174	6397
205	205	277.882249	6521
206	206	279.173324	6468
207	207	280.464400	6397
208	208	281.755475	6371
209	209	283.046550	6489
210	210	284.337625	6475
211	211	285.628701	6360
212	212	286.919776	6133
213	213	288.210851	6146
214	214	289.501926	6057
215	215	290.793001	6077
216	216	292.084077	6082
217	217	293.375152	6002
218	218	294.666227	5869
219	219	295.957302	5970
220	220	297.248378	5797
221	221	298.539453	5776
222	222	299.830528	5810
223	223	301.121603	5797
224	224	302.412679	5781
225	225	303.703754	5784
226	226	304.994829	5677
227	227	306.285904	5618
228	228	307.576979	5589
229	229	308.868055	5611
230	230	310.159130	5554
231	231	311.450205	5421
232	232	312.741280	5583
233	233	314.032356	5518
234	234	315.323431	5486
235	235	316.614506	5386
236	236	317.905581	5381
237	237	319.196657	5375
238	238	320.487732	5406
239	239	321.778807	5393
240	240	323.069882	5296
241	241	324.360957	5258
242	242	325.652033	5295
243	243	326.943108	5424
244	244	328.234183	5208
245	245	329.525258	5164
246	246	330.816334	5167
247	247	332.107409	5117
248	248	333.398484	5178
249	249	334.689559	5160
250	250	335.980635	5143
251	251	337.271710	5080
252	252	338.562785	5055
253	253	339.853860	4929
254	254	341.144935	4843
255	255	342.436011	4889
256	256	343.727086	4842
257	257	345.018161	4788
258	258	346.309236	4785
259	259	347.600312	4857
260	260	348.891387	4768
261	261	350.182462	4802
262	262	351.473537	4727
263	263	352.764612	4730
264	264	354.055688	4725
265	265	355.346763	4649
266	266	356.637838	4640
267	267	357.928913	4625
268	268	359.219989	4561
269	269	360.511064	4579
270	270	361.802139	4540
271	271	363.093214	4523
272	272	364.384290	4482
273	273	365.675365	4449
274	274	366.966440	4517
275	275	368.257515	4439
276	276	369.548590	4403
277	277	370.839666	4404
278	278	372.130741	4459
279	279	373.421816	4495
280	280	374.712891	4493
281	281	376.003967	4358
282	282	377.295042	4385
283	283	378.586117	4350
284	284	379.877192	4286
285	285	381.168268	4293
286	286	382.459343	4344
287	287	383.750418	4244
288	288	385.041493	4334
289	289	386.332568	4235
290	290	387.623644	4202
291	291	388.914719	4086
292	292	390.205794	4254
293	293	391.496869	4215
294	294	392.787945	4178
295	295	394.079020	4154
296	296	395.370095	4154
297	297	396.661170	4203
298	298	397.952246	4251
299	299	399.243321	4113
300	300	400.534396	4205
301	301	401.825471	4090
302	302	403.116546	4279
303	303	404.407622	4204
304	304	405.698697	4215
305	305	406.989772	4422
306	306	408.280847	4326
307	307	409.571923	4330
308	308	410.862998	4408
309	309	412.154073	4360
310	310	413.445148	4288
311	311	414.736224	4280
312	312	416.027299	4490
313	313	417.318374	4464
314	314	418.609449	4448
315	315	419.900524	4234
316	316	421.191600	4312
317	317	422.482675	4393
318	318	423.773750	4218
319	319	425.064825	4155
320	320	426.355901	4127
321	321	427.646976	4098
322	322	428.938051	4047
323	323	430.229126	3940
324	324	431.520202	3993
325	325	432.811277	3998
326	326	434.102352	4069
327	327	435.393427	3758
328	328	436.684502	3873
329	329	437.975578	3845
330	330	439.266653	3892
331	331	440.557728	3742
332	332	441.848803	3820
333	333	443.139879	3822
334	334	444.430954	3838
335	335	445.722029	3764
336	336	447.013104	3768
337	337	448.304180	3737
338	338	449.595255	3775
339	339	450.886330	3849
340	340	452.177405	3707
341	341	453.468480	3641
342	342	454.759556	3735
343	343	456.050631	3808
344	344	457.341706	3765
345	345	458.632781	3699
346	346	459.923857	3736
347	347	461.214932	3781
348	348	462.506007	3812
349	349	463.797082	3741
350	350	465.088158	3946
351	351	466.379233	3980
352	352	467.670308	3735
353	353	468.961383	4007
354	354	470.252458	3954
355	355	471.543534	3976
356	356	472.834609	4017
357	357	474.125684	4023
358	358	475.416759	4099
359	359	476.707835	3942
360	360	477.998910	4182
361	361	479.289985	4009
362	362	480.581060	4069
363	363	481.872135	4019
364	364	483.163211	4028
365	365	484.454286	4075
366	366	485.745361	4007
367	367	487.036436	3843
368	368	488.327512	3860
369	369	489.618587	3724
370	370	490.909662	3759
371	371	492.200737	3771
372	372	493.491813	3635
373	373	494.782888	3632
374	374	496.073963	3642
375	375	497.365038	3560
376	376	498.656113	3442
377	377	499.947189	3481
378	378	501.238264	3419
379	379	502.529339	3389
380	380	503.820414	3318
381	381	505.111490	3433
382	382	506.402565	3439
383	383	507.693640	3458
384	384	508.984715	3342
385	385	510.275791	3397
386	386	511.566866	3431
387	387	512.857941	3395
388	388	514.149016	3531
389	389	515.440091	3397
390	390	516.731167	3367
391	391	518.022242	3304
392	392	519.313317	3445
393	393	520.604392	3413
394	394	521.895468	3235
395	395	523.186543	3404
396	396	524.477618	3356
397	397	525.768693	3265
398	398	527.059769	3415
399	399	528.350844	3358
400	400	529.641919	3342
401	401	530.932994	3381
402	402	532.224069	3462
403	403	533.515145	3261
404	404	534.806220	3351
405	405	536.097295	3219
406	406	537.388370	3320
407	407	538.679446	3288
408	408	539.970521	3276
409	409	541.261596	3230
410	410	542.552671	3299
411	411	543.843747	3349
412	412	545.134822	3305
413	413	546.425897	3422
414	414	547.716972	3318
415	415	549.008047	3318
416	416	550.299123	3368
417	417	551.590198	3285
418	418	552.881273	3258
419	419	554.172348	3234
420	420	555.463424	3318
421	421	556.754499	3311
422	422	558.045574	3316
423	423	559.336649	3235
424	424	560.627725	3303
425	425	561.918800	3359
426	426	563.209875	3216
427	427	564.500950	3205
428	428	565.792025	3236
429	429	567.083101	3343
430	430	568.374176	3342
431	431	569.665251	3252
432	432	570.956326	3240
433	433	572.247402	3386
434	434	573.538477	3285
435	435	574.829552	3352
436	436	576.120627	3252
437	437	577.411703	3301
438	438	578.702778	3265
439	439	579.993853	3292
440	440	581.284928	3201
441	441	582.576003	3242
442	442	583.867079	3139
443	443	585.158154	3233
444	444	586.449229	3254
445	445	587.740304	3224
446	446	589.031380	3163
447	447	590.322455	3212
448	448	591.613530	3212
449	449	592.904605	3154
450	450	594.195681	3257
451	451	595.486756	3270
452	452	596.777831	3170
453	453	598.068906	3164
454	454	599.359981	3117
455	455	600.651057	3178
456	456	601.942132	3059
457	457	603.233207	3186
458	458	604.524282	3199
459	459	605.815358	3254
460	460	607.106433	3199
461	461	608.397508	3145
462	462	609.688583	3091
463	463	610.979658	3076
464	464	612.270734	3126
465	465	613.561809	3140
466	466	614.852884	3183
467	467	616.143959	3132
468	468	617.435035	3102
469	469	618.726110	3143
470	470	620.017185	3126
471	471	621.308260	3014
472	472	622.599336	3140
473	473	623.890411	3188
474	474	625.181486	3170
475	475	626.472561	3111
476	476	627.763636	3148
477	477	629.054712	3107
478	478	630.345787	3027
479	479	631.636862	3118
480	480	632.927937	3125
481	481	634.219013	3173
482	482	635.510088	3066
483	483	636.801163	3117
484	484	638.092238	3053
485	485	639.383314	3062
486	486	640.674389	3068
487	487	641.965464	3039
488	488	643.256539	3113
489	489	644.547614	3111
490	490	645.838690	3147
491	491	647.129765	3166
492	492	648.420840	3072
493	493	649.711915	3020
494	494	651.002991	3150
495	495	652.294066	2946
496	496	653.585141	3119
497	497	654.876216	3093
498	498	656.167292	3084
499	499	657.458367	3020
500	500	658.749442	3147
501	501	660.040517	3153
502	502	661.331592	3143
503	503	662.622668	3082
504	504	663.913743	3112
505	505	665.204818	3017
506	506	666.495893	3025
507	507	667.786969	3027
508	508	669.078044	3077
509	509	670.369119	3010
510	510	671.660194	3117
511	511	672.951270	3116
512	512	674.242345	3110
513	513	675.533420	3102
514	514	676.824495	3038
515	515	678.115570	3108
516	516	679.406646	3197
517	517	680.697721	2989
518	518	681.988796	3020
519	519	683.279871	2966
520	520	684.570947	3041
521	521	685.862022	3072
522	522	687.153097	3157
523	523	688.444172	3025
524	524	689.735248	3046
525	525	691.026323	3029
526	526	692.317398	3110
527	527	693.608473	3108
528	528	694.899548	3050
529	529	696.190624	3135
530	530	697.481699	3076
531	531	698.772774	3065
532	532	700.063849	3079
533	533	701.354925	3198
534	534	702.646000	3102
535	535	703.937075	2967
536	536	705.228150	3114
537	537	706.519226	3156
538	538	707.810301	3044
539	539	709.101376	3078
540	540	710.392451	3069
541	541	711.683526	3121
542	542	712.974602	3160
543	543	714.265677	2997
544	544	715.556752	3064
545	545	716.847827	3017
546	546	718.138903	3097
547	547	719.429978	3035
548	548	720.721053	3166
549	549	722.012128	3036
550	550	723.303204	3093
551	551	724.594279	3044
552	552	725.885354	3042
553	553	727.176429	3046
554	554	728.467504	3149
555	555	729.758580	3111
556	556	731.049655	3020
557	557	732.340730	3070
558	558	733.631805	2961
559	559	734.922881	3097
560	560	736.213956	3148
561	561	737.505031	3053
562	562	738.796106	3047
563	563	740.087181	3102
564	564	741.378257	3122
565	565	742.669332	3042
566	566	743.960407	3090
567	567	745.251482	3126
568	568	746.542558	3087
569	569	747.833633	3067
570	570	749.124708	3181
571	571	750.415783	3112
572	572	751.706859	3033
573	573	752.997934	3198
574	574	754.289009	3062
575	575	755.580084	3052
576	576	756.871159	3115
577	577	758.162235	3111
578	578	759.453310	3061
579	579	760.744385	3099
580	580	762.035460	2997
581	581	763.326536	3146
582	582	764.617611	3017
583	583	765.908686	2970
584	584	767.199761	3060
585	585	768.490837	3119
586	586	769.781912	3099
587	587	771.072987	3106
588	588	772.364062	3054
589	589	773.655137	3055
590	590	774.946213	3132
591	591	776.237288	3118
592	592	777.528363	3123
593	593	778.819438	3179
594	594	780.110514	3046
595	595	781.401589	3107
596	596	782.692664	3122
597	597	783.983739	3031
598	598	785.274815	3059
599	599	786.565890	3052
600	600	787.856965	3069
601	601	789.148040	3093
602	602	790.439115	3107
603	603	791.730191	3079
604	604	793.021266	3058
605	605	794.312341	3078
606	606	795.603416	3073
607	607	796.894492	3182
608	608	798.185567	3087
609	609	799.476642	3069
610	610	800.767717	3109
611	611	802.058793	3084
612	612	803.349868	3099
613	613	804.640943	3035
614	614	805.932018	3119
615	615	807.223093	3212
616	616	808.514169	3062
617	617	809.805244	3138
618	618	811.096319	3068
619	619	812.387394	3084
620	620	813.678470	3126
621	621	814.969545	3112
622	622	816.260620	3101
623	623	817.551695	3076
624	624	818.842771	3106
625	625	820.133846	3067
626	626	821.424921	3166
627	627	822.715996	3089
628	628	824.007071	3143
629	629	825.298147	3136
630	630	826.589222	3137
631	631	827.880297	3147
632	632	829.171372	3134
633	633	830.462448	3190
634	634	831.753523	3030
635	635	833.044598	3101
636	636	834.335673	3261
637	637	835.626749	3073
638	638	836.917824	3146
639	639	838.208899	3103
640	640	839.499974	3089
641	641	840.791049	3158
642	642	842.082125	3133
643	643	843.373200	3231
644	644	844.664275	3162
645	645	845.955350	3149
646	646	847.246426	3194
647	647	848.537501	3222
648	648	849.828576	3207
649	649	851.119651	3150
650	650	852.410727	3241
651	651	853.701802	3185
652	652	854.992877	3145
653	653	856.283952	3150
654	654	857.575027	3216
655	655	858.866103	3165
656	656	860.157178	3249
657	657	861.448253	3377
658	658	862.739328	3266
659	659	864.030404	3297
660	660	865.321479	3384
661	661	866.612554	3391
662	662	867.903629	3321
663	663	869.194704	3317
664	664	870.485780	3335
665	665	871.776855	3357
666	666	873.067930	3540
667	667	874.359005	3467
668	668	875.650081	3483
669	669	876.941156	3715
670	670	878.232231	3584
671	671	879.523306	3668
672	672	880.814382	3628
673	673	882.105457	3662
674	674	883.396532	3747
675	675	884.687607	3715
676	676	885.978682	3811
677	677	887.269758	3685
678	678	888.560833	3855
679	679	889.851908	3867
680	680	891.142983	3792
681	681	892.434059	3797
682	682	893.725134	3792
683	683	895.016209	3753
684	684	896.307284	3880
685	685	897.598360	3842
686	686	898.889435	3783
687	687	900.180510	3679
688	688	901.471585	3760
689	689	902.762660	3748
690	690	904.053736	3663
691	691	905.344811	3607
692	692	906.635886	3722
693	693	907.926961	3644
694	694	909.218037	3581
695	695	910.509112	3485
696	696	911.800187	3503
697	697	913.091262	3364
698	698	914.382338	3381
699	699	915.673413	3490
700	700	916.964488	3524
701	701	918.255563	3513
702	702	919.546638	3453
703	703	920.837714	3382
704	704	922.128789	3460
705	705	923.419864	3419
706	706	924.710939	3464
707	707	926.002015	3381
708	708	927.293090	3497
709	709	928.584165	3479
710	710	929.875240	3501
711	711	931.166316	3391
712	712	932.457391	3490
713	713	933.748466	3490
714	714	935.039541	3322
715	715	936.330616	3436
716	716	937.621692	3440
717	717	938.912767	3582
718	718	940.203842	3481
719	719	941.494917	3436
720	720	942.785993	3469
721	721	944.077068	3530
722	722	945.368143	3438
723	723	946.659218	3475
724	724	947.950294	3558
725	725	949.241369	3453
726	726	950.532444	3452
727	727	951.823519	3572
728	728	953.114594	3472
729	729	954.405670	3449
730	730	955.696745	3531
731	731	956.987820	3617
732	732	958.278895	3565
733	733	959.569971	3560
734	734	960.861046	3522
735	735	962.152121	3587
736	736	963.443196	3508
737	737	964.734272	3543
738	738	966.025347	3650
739	739	967.316422	3505
740	740	968.607497	3526
741	741	969.898572	3570
742	742	971.189648	3601
743	743	972.480723	3637
744	744	973.771798	3667
745	745	975.062873	3717
746	746	976.353949	3633
747	747	977.645024	3683
748	748	978.936099	3553
749	749	980.227174	3573
750	750	981.518250	3656
751	751	982.809325	3635
752	752	984.100400	3707
753	753	985.391475	3742
754	754	986.682550	3591
755	755	987.973626	3759
756	756	989.264701	3727
757	757	990.555776	3766
758	758	991.846851	3773
759	759	993.137927	3708
760	760	994.429002	3736
761	761	995.720077	3702
762	762	997.011152	3740
763	763	998.302227	3621
764	764	999.593303	3747
765	765	1000.88438	3768
766	766	1002.17545	3750
767	767	1003.46653	3824
768	768	1004.75760	3905
769	769	1006.04868	3727
770	770	1007.33975	3858
771	771	1008.63083	3906
772	772	1009.92191	3824
773	773	1011.21298	3851
774	774	1012.50406	3883
775	775	1013.79513	3809
776	776	1015.08621	3930
777	777	1016.37728	3862
778	778	1017.66836	3866
779	779	1018.95943	3854
780	780	1020.25051	3913
781	781	1021.54158	3887
782	782	1022.83266	3885
783	783	1024.12374	3963
784	784	1025.41481	3867
785	785	1026.70589	3806
786	786	1027.99696	3903
787	787	1029.28804	3970
788	788	1030.57911	3858
789	789	1031.87019	3944
790	790	1033.16126	3920
791	791	1034.45234	3875
792	792	1035.74341	4009
793	793	1037.03449	4119
794	794	1038.32556	4082
795	795	1039.61664	3998
796	796	1040.90771	3996
797	797	1042.19879	4095
798	798	1043.48986	4015
799	799	1044.78094	4079
800	800	1046.07201	4027
801	801	1047.36309	4042
802	802	1048.65416	4037
803	803	1049.94524	4027
804	804	1051.23631	4133
805	805	1052.52739	4155
806	806	1053.81847	4154
807	807	1055.10954	4212
808	808	1056.40062	4185
809	809	1057.69169	4228
810	810	1058.98277	4208
811	811	1060.27384	4173
812	812	1061.56492	4255
813	813	1062.85599	4137
814	814	1064.14707	4150
815	815	1065.43814	4164
816	816	1066.72922	4176
817	817	1068.02029	4196
818	818	1069.31137	4276
819	819	1070.60244	4265
820	820	1071.89352	4305
821	821	1073.18459	4351
822	822	1074.47567	4303
823	823	1075.76674	4360
824	824	1077.05782	4232
825	825	1078.34889	4196
826	826	1079.63997	4324
827	827	1080.93105	4352
828	828	1082.22212	4255
829	829	1083.51320	4406
830	830	1084.80427	4280
831	831	1086.09535	4466
832	832	1087.38642	4282
833	833	1088.67750	4313
834	834	1089.96857	4444
835	835	1091.25965	4360
836	836	1092.55072	4387
837	837	1093.84180	4435
838	838	1095.13287	4367
839	839	1096.42395	4401
840	840	1097.71502	4462
841	841	1099.00610	4451
842	842	1100.29717	4441
843	843	1101.58825	4518
844	844	1102.87932	4388
845	845	1104.17040	4645
846	846	1105.46147	4520
847	847	1106.75255	4586
848	848	1108.04363	4439
849	849	1109.33470	4508
850	850	1110.62578	4635
851	851	1111.91685	4525
852	852	1113.20793	4671
853	853	1114.49900	4609
854	854	1115.79008	4680
855	855	1117.08115	4503
856	856	1118.37223	4590
857	857	1119.66330	4623
858	858	1120.95438	4568
859	859	1122.24545	4516
860	860	1123.53653	4548
861	861	1124.82760	4571
862	862	1126.11868	4719
863	863	1127.40975	4632
864	864	1128.70083	4596
865	865	1129.99190	4550
866	866	1131.28298	4635
867	867	1132.57405	4647
868	868	1133.86513	4522
869	869	1135.15620	4529
870	870	1136.44728	4636
871	871	1137.73836	4599
872	872	1139.02943	4471
873	873	1140.32051	4581
874	874	1141.61158	4560
875	875	1142.90266	4560
876	876	1144.19373	4502
877	877	1145.48481	4499
878	878	1146.77588	4453
879	879	1148.06696	4450
880	880	1149.35803	4453
881	881	1150.64911	4365
882	882	1151.94018	4369
883	883	1153.23126	4308
884	884	1154.52233	4254
885	885	1155.81341	4117
886	886	1157.10448	4143
887	887	1158.39556	4048
888	888	1159.68663	4122
889	889	1160.97771	4093
890	890	1162.26878	3901
891	891	1163.55986	3830
892	892	1164.85094	3706
893	893	1166.14201	3660
894	894	1167.43309	3635
895	895	1168.72416	3439
896	896	1170.01524	3425
897	897	1171.30631	3295
898	898	1172.59739	3181
899	899	1173.88846	3008
900	900	1175.17954	3048
901	901	1176.47061	2930
902	902	1177.76169	2904
903	903	1179.05276	2818
904	904	1180.34384	2600
905	905	1181.63491	2638
906	906	1182.92599	2575
907	907	1184.21706	2555
908	908	1185.50814	2453
909	909	1186.79921	2425
910	910	1188.09029	2186
911	911	1189.38136	2169
912	912	1190.67244	2156
913	913	1191.96351	2105
914	914	1193.25459	2021
915	915	1194.54567	1978
916	916	1195.83674	1872
917	917	1197.12782	1939
918	918	1198.41889	1849
919	919	1199.70997	1841
920	920	1201.00104	1783
921	921	1202.29212	1745
922	922	1203.58319	1724
923	923	1204.87427	1673
924	924	1206.16534	1600
925	925	1207.45642	1561
926	926	1208.74749	1535
927	927	1210.03857	1474
928	928	1211.32964	1458
929	929	1212.62072	1398
930	930	1213.91179	1411
931	931	1215.20287	1448
932	932	1216.49394	1351
933	933	1217.78502	1343
934	934	1219.07609	1421
935	935	1220.36717	1309
936	936	1221.65825	1313
937	937	1222.94932	1208
938	938	1224.24040	1256
939	939	1225.53147	1208
940	940	1226.82255	1206
941	941	1228.11362	1146
942	942	1229.40470	1187
943	943	1230.69577	1044
944	944	1231.98685	1076
945	945	1233.27792	1049
946	946	1234.56900	1091
947	947	1235.86007	1075
948	948	1237.15115	1037
949	949	1238.44222	1015
950	950	1239.73330	985
951	951	1241.02437	942
952	952	1242.31545	968
953	953	1243.60652	945
954	954	1244.89760	919
955	955	1246.18867	943
956	956	1247.47975	871
957	957	1248.77083	926
958	958	1250.06190	844
959	959	1251.35298	870
960	960	1252.64405	930
961	961	1253.93513	838
962	962	1255.22620	835
963	963	1256.51728	824
964	964	1257.80835	820
965	965	1259.09943	768
966	966	1260.39050	773
967	967	1261.68158	703
968	968	1262.97265	710
969	969	1264.26373	779
970	970	1265.55480	725
971	971	1266.84588	798
972	972	1268.13695	730
973	973	1269.42803	694
974	974	1270.71910	708
975	975	1272.01018	708
976	976	1273.30125	697
977	977	1274.59233	709
978	978	1275.88340	682
979	979	1277.17448	736
980	980	1278.46556	662
981	981	1279.75663	731
982	982	1281.04771	674
983	983	1282.33878	649
984	984	1283.62986	641
985	985	1284.92093	677
986	986	1286.21201	647
987	987	1287.50308	678
988	988	1288.79416	688
989	989	1290.08523	659
990	990	1291.37631	672
991	991	1292.66738	624
992	992	1293.95846	675
993	993	1295.24953	653
994	994	1296.54061	669
995	995	1297.83168	693
996	996	1299.12276	667
997	997	1300.41383	691
998	998	1301.70491	696
999	999	1302.99598	661
1000	1000	1304.28706	678
1001	1001	1305.57814	662
1002	1002	1306.86921	679
1003	1003	1308.16029	771
1004	1004	1309.45136	729
1005	1005	1310.74244	761
1006	1006	1312.03351	839
1007	1007	1313.32459	826
1008	1008	1314.61566	938
1009	1009	1315.90674	863
1010	1010	1317.19781	1022
1011	1011	1318.48889	1050
1012	1012	1319.77996	1072
1013	1013	1321.07104	1150
1014	1014	1322.36211	1256
1015	1015	1323.65319	1282
1016	1016	1324.94426	1481
1017	1017	1326.23534	1598
1018	1018	1327.52641	1792
1019	1019	1328.81749	2016
1020	1020	1330.10856	2290
1021	1021	1331.39964	2472
1022	1022	1332.69072	2822
1023	1023	1333.98179	3215
1024	1024	1335.27287	3550
1025	1025	1336.56394	4186
1026	1026	1337.85502	4666
1027	1027	1339.14609	5110
1028	1028	1340.43717	5920
1029	1029	1341.72824	6604
1030	1030	1343.01932	7390
1031	1031	1344.31039	8281
1032	1032	1345.60147	9085
1033	1033	1346.89254	10203
1034	1034	1348.18362	11339
1035	1035	1349.47469	12687
1036	1036	1350.76577	13722
1037	1037	1352.05684	14972
1038	1038	1353.34792	16432
1039	1039	1354.63899	17893
1040	1040	1355.93007	19167
1041	1041	1357.22114	20280
1042	1042	1358.51222	21949
1043	1043	1359.80329	23249
1044	1044	1361.09437	24464
1045	1045	1362.38545	25385
1046	1046	1363.67652	26429
1047	1047	1364.96760	27328
1048	1048	1366.25867	28463
1049	1049	1367.54975	28987
1050	1050	1368.84082	29580
1051	1051	1370.13190	29584
1052	1052	1371.42297	30001
1053	1053	1372.71405	30029
1054	1054	1374.00512	29474
1055	1055	1375.29620	29123
1056	1056	1376.58727	28561
1057	1057	1377.87835	28101
1058	1058	1379.16942	27193
1059	1059	1380.46050	25824
1060	1060	1381.75157	24841
1061	1061	1383.04265	23687
1062	1062	1384.33372	22173
1063	1063	1385.62480	21011
1064	1064	1386.91587	19568
1065	1065	1388.20695	17935
1066	1066	1389.49803	16522
1067	1067	1390.78910	15241
1068	1068	1392.08018	14007
1069	1069	1393.37125	12630
1070	1070	1394.66233	11309
1071	1071	1395.95340	9900
1072	1072	1397.24448	8955
1073	1073	1398.53555	7906
1074	1074	1399.82663	6873
1075	1075	1401.11770	6176
1076	1076	1402.40878	5386
1077	1077	1403.69985	4655
1078	1078	1404.99093	3993
1079	1079	1406.28200	3320
1080	1080	1407.57308	2864
1081	1081	1408.86415	2499
1082	1082	1410.15523	2110
1083	1083	1411.44630	1833
1084	1084	1412.73738	1557
1085	1085	1414.02845	1231
1086	1086	1415.31953	1060
1087	1087	1416.61061	930
1088	1088	1417.90168	766
1089	1089	1419.19276	655
1090	1090	1420.48383	583
1091	1091	1421.77491	475
1092	1092	1423.06598	425
1093	1093	1424.35706	351
1094	1094	1425.64813	319
1095	1095	1426.93921	274
1096	1096	1428.23028	261
1097	1097	1429.52136	226
1098	1098	1430.81243	176
1099	1099	1432.10351	186
1100	1100	1433.39458	172
1101	1101	1434.68566	138
1102	1102	1435.97673	135
1103	1103	1437.26781	152
1104	1104	1438.55888	128
1105	1105	1439.84996	116
1106	1106	1441.14103	108
1107	1107	1442.43211	108
1108	1108	1443.72318	89
1109	1109	1445.01426	79
1110	1110	1446.30534	97
1111	1111	1447.59641	73
1112	1112	1448.88749	74
1113	1113	1450.17856	81
1114	1114	1451.46964	73
1115	1115	1452.76071	68
